EL DORADO COUNTY LIBRARY,"150,000 - 499,999",El Dorado,County Library General Fund,"County or Equivalent, entirety",Member of a Federation or Cooperative,County/Parish,NorthNet Library System,Mr.,Bryce,,Lovell,Director,345 FAIR LANE,PLACERVILLE,95667,5699,(530) 621-5540,(530) 621-5545,http://www.eldoradolibrary.org/,"1,725.90","11,054","416,264",Annual Count,49.00,5.00,5.00,24.35,29.35,31,"3,813.00","$3,607,767","$435,045",$0,"$429,151","$4,471,963",$0,$0,$0,$0,$0,"$2,284,035","$1,118,398","$3,402,433","$224,613","$20,291","$244,904","$32,848","$18,638","$296,390","$773,140","$4,471,963",$0,"78,409","13,516","297,912","14,348","15,908",No,0,Yes,33,472,"328,673",168,"256,971","26,669",0,0,23,23,"621,710","295,565","4,238","3,808","7,477",0,310,"1,243","173,086","46,135",-1,"46,135","794,796","219,221","840,931","11,118",Annual Count,Yes,$0.25,$0.25,$0.25,"1,726","11,958",623,"10,520",583,567,16,"9,936","9,820",116,40,40,0,584,584,0,10,10,0,159,159,0,"1,093","1,093",0,"1,279","1,279",0,0,0,0,0,0,0,13,104,0,0,-1,-1,,Yes,"18,488",Annual Count,"232,800","1,853,640",Annual Estimate Based on Typical Week(s),41,Symphony (SirsiDynix)
EL SEGUNDO PUBLIC LIBRARY,"0-24,999",Los Angeles,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Mr.,Mark,,Herbert,Library Manager,111 W. MARIPOSA AVE.,EL SEGUNDO,90245,2299,(310) 524-2722,(310) 524-2728,https://elsegundolibrary.org,5.00,"7,517","242,451",Annual Count,29.00,4.00,4.00,10.96,14.96,6,283.00,"$2,511,265",$0,$0,"$22,850","$2,534,115",$0,"$179,590",$0,$0,"$179,590","$1,318,863","$418,548","$1,737,411","$75,973","$5,426","$81,399","$49,671","$1,192","$132,262","$368,860","$2,238,533",$0,"55,412","2,811","89,301","4,615","3,228",Yes,3,Yes,3,67,"97,217",55,"42,058","16,916","31,730",10,23,33,"147,802","107,887",298,40,119,38,38,26,"16,596","6,671","339,208","345,879","164,398","362,475","510,277","33,013",Annual Count,No,$0.00,$0.00,$0.00,265,"9,774",109,"4,058",61,61,0,"2,276","2,276",0,48,48,0,"1,782","1,782",0,33,33,0,320,320,0,108,107,1,"1,275","1,264",11,15,15,0,"4,121","4,121",0,27,"3,573",0,0,0,0,,No,"5,784",Annual Count,-1,"42,803",Annual Count,10,Sierra (Innovative)
ESCONDIDO PUBLIC LIBRARY,"100,000 - 149,999",San Diego,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Serra Cooperative Library System,Mr.,Rino,,Landa,Director,239 S. KALMIA ST.,ESCONDIDO,92025,4224,(760) 839-4329,(760) 839-4839,http://www.escondidolibrary.org,37.00,"4,669","234,492",Annual Count,30.00,5.00,7.00,11.38,18.38,152,"15,144.00","$3,661,960","$87,510","$85,837",,"$3,835,307","$5,000","$10,000,000",$0,$0,"$10,005,000","$1,272,831","$458,262","$1,731,093","$105,337","$8,656","$113,993","$114,147","$20,158","$248,298","$1,855,916","$3,835,307",$0,"29,747","8,913","87,926","3,083","21,803",No,0,No,0,250,"113,062",66,"185,758",,,21,24,45,"448,306","213,745","21,136","2,573","2,282",,,407,"83,191","10,141","192,330","202,471","531,497","285,662","733,968","68,903",Annual Count,No,$0.00,$0.00,$0.00,728,"23,034",270,"14,470",180,180,0,"11,936","11,936",0,90,90,0,"2,534","2,534",0,67,67,0,"1,074","1,074",0,311,298,13,"2,666","2,571",95,80,80,0,"4,824","4,824",0,41,"3,520",9,19,12,995,,Yes,"23,719",Annual Count,"200,609","332,081",Annual Count,82,Polaris (Innovative)
FOLSOM PUBLIC LIBRARY,"70,000 - 99,999",Sacramento,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,Mr.,Thomas,,Gruneisen,Library Director,411 STAFFORD ST,FOLSOM,95630,2643,(916) 461-6130,(916) 461-6130,https://www.library.folsom.ca.us/,22.00,"1,893","175,512",Annual Count,17.00,2.00,3.00,11.86,14.86,136,"2,561.00","$1,955,486","$14,528",$0,"$70,270","$2,040,284","$152,389",$0,$0,$0,"$152,389","$815,897","$619,745","$1,435,642","$168,328","$3,776","$172,104","$27,603","$16,100","$215,807","$541,314","$2,192,763","$152,389","45,955","3,996","83,781","2,304","8,136",Yes,5,Yes,7,"1,030","95,263",44,"259,264","26,466",0,1,24,25,"475,210","380,070","2,382","49,165","55,768",51,105,"4,294","64,970","13,731","1,423","15,154","540,180","80,124","555,334",-1,Annual Estimate Based on Typical Week(s),Yes,$0.25,$0.25,$0.05,658,"31,182",557,"26,258",407,407,0,"21,992","21,992",0,150,150,0,"4,266","4,266",0,11,11,0,327,327,0,87,87,0,547,547,0,3,3,0,"4,050","4,050",0,27,"5,137",0,0,0,0,,Yes,"15,267",Annual Count,"152,356",-1,,25,Sierra (Innovative)
FRESNO COUNTY PUBLIC LIBRARY,"500,000+",Fresno,County Library with Dedicated Tax,"County or Equivalent, remainder excluding AEs of contained geographies",Member of a Federation or Cooperative,County/Parish,San Joaquin Valley Library System,Mr.,Raman,,Bath,County Librarian,2420 MARIPOSA ST.,FRESNO,93721,2285,(559) 600-6237,(559) 600-7323,http://www.fresnolibrary.org,"4,999.48","70,190","176,759",Annual Estimate Based on Typical Week(s),260.00,40.98,42.68,185.74,228.42,384,"11,738.00","$43,770,500",$0,"$4,551","$1,690,252","$45,465,303",$0,$0,$0,$0,$0,"$11,351,430","$9,134,920","$20,486,350","$788,368","$68,786","$857,154","$1,744,098","$516,748","$3,118,000","$10,482,229","$34,086,579","$421,705","270,112","57,106","669,714","48,314","86,681",Yes,125,Yes,146,225,"805,205",649,"249,137","49,925",0,54,24,78,"1,773,486","805,762","47,520",0,"1,097",557,241,"30,378","1,037,791","118,410","624,314","742,724","2,811,277","1,780,515","3,554,001","1,091",Annual Count,Yes,$0.25,$0.25,$0.25,"3,645","62,911","1,661","41,965",903,903,0,"28,647","28,647",0,758,758,0,"13,318","13,318",0,475,398,77,"2,974","2,703",271,"1,498","1,414",84,"17,748","15,981","1,767",11,11,0,224,224,0,292,"5,817",113,"30,894","1,143","18,023",Take and make craft bag; social media challenges; reading challenges. ,Yes,"236,515",Annual Count,"1,755,195","93,289",Annual Count,309,Horizon (SirsiDynix)
FULLERTON PUBLIC LIBRARY,"100,000 - 149,999",Orange,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,Ms.,Judith (Judy),,Booth,Library Director,353 W. COMMONWEALTH AVE.,FULLERTON,92832,1796,(714) 738-6380,(714) 738-6326,www.fullertonlibrary.org,22.00,"1,836","203,557",Annual Count,31.00,7.96,8.92,11.20,20.12,104,"6,812.40","$4,038,741","$6,650",$0,"$122,448","$4,167,839",$0,$0,$0,$0,$0,"$1,245,252","$656,510","$1,901,762","$98,718","$1,408","$100,126","$60,240",$0,"$160,366","$1,569,032","$3,631,160","$46,995","70,367","3,904","145,394","3,874","10,841",No,0,Yes,60,276,"160,445",14,"21,074","12,002",0,5,24,29,"293,856","212,511","2,976",197,17,0,291,272,"85,734","12,987",0,"12,987","379,590","98,721","392,577","28,011",Annual Count,No,$0.00,$0.00,$0.00,142,"9,910",83,"5,032",75,75,0,"4,851","4,851",0,8,8,0,181,181,0,1,1,0,25,25,0,57,57,0,"4,743","4,743",0,1,1,0,110,110,0,38,819,0,0,23,"2,127",craft & STEM kits; voting in bracket challenges,Yes,"29,802",Annual Count,"113,802","16,393",Annual Count,25,Horizon (SirsiDynix)
"GLENDALE LIBRARY, ARTS & CULTURE","150,000 - 499,999",Los Angeles,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Dr.,Gary,,Schaffer,"Director of Library, Arts & Culture",222 E. HARVARD ST.,GLENDALE,91205,1075,(818) 548-2030,(818) 548-2021,http://glendalelac.org,31.00,"15,650","485,876",Annual Count,125.00,26.00,64.50,22.00,86.50,146,"2,776.00","$12,138,918","$169,664",$0,"$400,793","$12,709,375","$350,000","$8,464,037",$0,$0,"$8,814,037","$5,675,890","$2,913,297","$8,589,187","$682,311","$28,071","$710,382","$401,835","$151,072","$1,263,289","$2,673,895","$12,526,371","$23,062","131,506","10,385","402,124","52,540","24,193",Yes,31,Yes,94,"1,457","480,439",326,"1,587,145","903,471","28,678",60,24,84,"734,353","395,856","48,066","18,419","10,116",352,289,"1,523","141,830","27,014","442,465","469,479","876,183","611,309","1,345,662","28,105",Annual Count,No,$0.00,$0.00,$0.00,"1,745","51,866",863,"28,906",382,382,0,"13,101","13,101",0,481,472,9,"15,805","15,695",110,74,74,0,268,268,0,782,756,26,"14,191","13,817",374,26,26,0,"8,501","8,501",0,50,"5,596",65,"3,898",131,"12,133","- Play programs with trains, STEAM toys, or board games - Art programs like coloring, drawing, or creating art crafts - Library Scavenger Hunts, where children search for characters in the Children's spaces - Displays where children vote for something, or solve a riddle - Kits to craft your own bird houses - Storywalks",Yes,"35,343",Annual Count,"275,689","365,784",Annual Count,106,Sierra (Innovative)
GLENDORA LIBRARY & CULTURAL CENTER,"50,000 - 69,999",Los Angeles,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Ms.,Janet,E.,Stone,Library Director,140 SOUTH GLENDORA AVE.,GLENDORA,91741,3416,(626) 852-4891,(626) 852-4891,http://www.glendoralibrary.org,19.00,"2,523","156,013",Annual Count,31.00,6.77,7.10,13.14,20.24,49,"2,693.00","$2,265,946","$24,555",$0,"$485,947","$2,776,448","$12,882",$0,$0,$0,"$12,882","$1,073,070","$270,445","$1,343,515","$48,864","$12,598","$61,462","$83,563","$7,518","$152,543","$585,844","$2,081,902","$9,498","21,492","3,737","62,827","7,286","7,100",Yes,0,No,0,30,"77,243",167,"281,058","11,597",212,28,24,52,"146,515","94,491",856,0,6,0,0,102,"41,722","25,763","59,041","84,804","188,237","126,526","273,041","18,403",Annual Count,Yes,$0.25,$0.25,$0.25,404,"20,104",289,"12,744",258,258,0,"10,571","10,571",0,31,31,0,"2,173","2,173",0,17,17,0,278,278,0,23,23,0,851,851,0,75,43,32,"6,231","6,147",84,68,"2,511",25,652,106,"9,175","scavenger hunts, riddles, crafts, story stroll, quizzes/worksheets",No,"7,260",Annual Count,"91,433","1,330,250",Annual Count,14,Polaris (Innovative)
GOLETA VALLEY LIBRARY,"100,000 - 149,999",Santa Barbara,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), overlap",Member of a Federation or Cooperative,City/County,Black Gold Cooperative Library System,Ms.,Elizabeth Saucedo,,Diane Satchwell,Interim Library Co-Directors,500 N. FAIRVIEW AVE.,GOLETA,93117,1797,(805) 964-7878,(805) 964-7878,www.goletavalleylibrary.org,,"7,161","212,656",Annual Count,31.00,3.00,3.00,10.69,13.69,617,"5,679.00","$2,029,658",$0,"$36,919","$38,279","$2,104,856",$0,$0,$0,$0,$0,"$1,217,019","$325,917","$1,542,936","$119,683",$0,"$119,683","$97,312",$0,"$216,995","$426,607","$2,186,538",$0,"45,468","3,210","92,494","8,119","13,904",No,0,Yes,30,698,"115,245",81,"37,849","21,393","2,417",1,22,23,"527,413","304,689","10,215","12,137","33,097",0,222,"1,662","163,208","23,722","7,682","31,404","690,621","194,612","722,025","23,060",Annual Estimate Based on Typical Week(s),No,$0.00,$0.00,$0.00,660,"32,642",339,"23,323",166,166,0,"9,413","9,413",0,173,167,6,"13,910","13,876",34,84,84,0,"1,437","1,437",0,224,207,17,"6,897","6,708",189,13,13,0,985,985,0,27,"4,196",0,0,33,"3,548",Craft DIY kits,Yes,"8,622",Annual Count,"67,657","39,921",Annual Count,35,Koha (Equinox)
HARRISON MEMORIAL LIBRARY,"0-24,999",Monterey,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,Ms.,Ashlee,,Wright,Library and Community Activities Director,OCEAN & LINCOLN AVE.,CARMEL,93921,0800,(831) 624-1366,(831) 624-7323,http://ci.carmel.ca.us/library,1.00,"3,570","120,750",Annual Count,11.00,4.00,4.00,5.00,9.00,6,431.00,"$843,515","$3,656",$0,"$427,400","$1,274,571",$0,$0,$0,$0,$0,"$673,645","$169,870","$843,515","$70,700","$3,294","$73,994","$92,886","$5,951","$172,831","$226,925","$1,243,271",$0,"11,741","1,376","36,308","2,946","5,561",No,0,No,0,31,"44,846",94,"237,437","185,918","47,583",32,23,55,"67,463","24,423",205,0,0,0,0,250,"60,314","4,224","7,073","11,297","127,777","71,611","139,074","14,199",Annual Count,No,$0.00,$0.00,$0.00,129,"7,247",108,"2,998",59,59,0,"1,688","1,688",0,49,49,0,"1,310","1,310",0,6,6,0,0,-1,0,15,15,0,"4,249","4,249",0,0,0,0,0,0,0,12,"2,524",12,-1,-1,-1,"Coloring sheets, toys and games, craft projects, and puzzles.",No,-1,Annual Count,"40,123","10,647",Annual Count,16,Koha (Equinox)
HAYWARD PUBLIC LIBRARY,"150,000 - 499,999",Alameda,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,Ms.,Jayanti,,Addleman,Library Director,888 C STREET,HAYWARD,94541,5101,(510) 881-7954,(510) 293-8685,hayward-ca.gov/public-library,56.00,"4,092","404,283",Annual Estimate Based on Typical Week(s),38.30,12.20,15.20,30.29,45.49,329,"7,310.50","$7,144,433","$247,112","$583,924","$171,490","$8,146,959",$0,$0,$0,"$210,814","$210,814","$4,045,407","$1,610,428","$5,655,835","$191,212","$10,131","$201,343","$120,742","$15,655","$337,740","$2,135,350","$8,128,925","$210,814","63,550","4,937","133,528","7,820","19,864",Yes,531,Yes,182,247,"162,172",161,"1,039,056","599,440","60,251",15,24,39,"371,613","233,771","22,682","5,652","2,920",717,386,"1,322","84,300","44,986","30,746","75,732","455,913","160,032","531,645","10,999",Annual Count,No,$0.00,$0.00,$0.00,"1,380","40,540",774,"24,875",278,278,0,"15,328","15,328",0,496,496,0,"9,547","9,547",0,45,45,0,429,429,0,481,474,7,"4,707","4,563",144,80,80,0,"10,529","10,529",0,104,438,7,428,50,"9,600",Weekly take-home crafts. ,No,"33,363",Annual Count,-1,-1,Annual Estimate Based on Typical Week(s),64,Sierra (Innovative)
HEMET PUBLIC LIBRARY,"70,000 - 99,999",Riverside,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,Ms.,Katherine,E.,Caines,Senior Librarian,300 E. LATHAM AVE,HEMET,92543,4222,(951) 765-2440,(951) 765-2440,www.hemetca.gov/library,27.56,"1,740","51,773",Annual Count,9.00,0.95,1.90,5.70,7.60,36,"5,845.00","$1,828,277","$57,167","$49,000","$36,891","$1,971,335",$0,$0,$0,"$25,000","$25,000","$381,050","$439,110","$820,160","$104,080",$0,"$104,080","$14,779","$5,409","$124,268","$891,365","$1,835,793",$0,"23,955","6,300","100,439",,"7,204",No,0,No,0,0,"107,643",0,"462,977","178,048","268,402",5,23,28,"69,677","23,955","3,278",0,0,0,0,0,-1,"13,383",-1,"13,383",,"13,383","83,060","24,890",Annual Estimate Based on Typical Week(s),Yes,$0.50,$0.50,$0.50,48,"5,476",24,"4,555",12,12,0,"1,964","1,964",0,12,12,0,"2,591","2,591",0,1,1,0,25,25,0,12,12,0,698,698,0,11,11,0,198,198,0,1,-1,-1,-1,24,"10,000",daily printed activities available for all ages,Yes,"6,289",Annual Count,-1,"13,107",Annual Count,19,Horizon (SirsiDynix)
HUMBOLDT COUNTY LIBRARY,"100,000 - 149,999",Humboldt,County Library with Dedicated Tax,"County or Equivalent, entirety",Member of a Federation or Cooperative,County/Parish,NorthNet Library System,Mr.,Christopher,Alan,Cooper,Director of Library Services,1313 THIRD ST.,EUREKA,95501,0553,(707) 269-1918,(707) 269-1905,http://www.co.humboldt.ca.us/library/,"3,573.00","14,868",-1,,67.00,8.00,8.00,30.93,38.93,19,"2,964.00","$3,505,662","$145,243","$52,778","$341,153","$4,044,836",$0,$0,$0,$0,$0,"$1,865,736","$990,339","$2,856,075","$110,416","$20,060","$130,476","$22,475","$28,151","$181,102","$1,667,131","$4,704,308",$0,"79,173","9,468","265,583","13,969","17,207",No,0,No,0,359,"297,118",332,"101,047","26,424",0,5,17,22,"352,916","134,384","2,641",635,674,0,0,0,"102,425","3,146","2,058","5,204","455,341","107,629","460,545","19,294",Annual Count,Yes,$0.25,$0.25,$0.25,985,"20,395",532,"12,173",404,370,34,"7,095","6,177",918,128,128,0,"5,078","5,078",0,20,19,1,146,146,0,336,249,87,"3,611","2,805",806,97,97,0,"4,465","4,465",0,106,"5,692",16,442,547,"11,674","Take-home kits, bean stack challenge, pop-up poetry, scavenger hunts, story walks.",No,"10,297",Annual Estimate Based on Typical Week(s),"77,379",-1,Annual Estimate Based on Typical Week(s),45,Sierra (Innovative)
HUNTINGTON BEACH PUBLIC LIBRARY,"150,000 - 499,999",Orange,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Not a Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,Ms.,Jessica,,Framson,Library Services Manager,7111 TALBERT AVE,HUNTINGTON BEACH,92648,1232,(714) 960-8836,(714) 842-4481,http://www.hbpl.org,26.00,"12,038","574,291",Annual Count,101.00,13.95,13.95,34.32,48.26,727,"27,866.00","$5,014,791","$182,131","$5,000","$320,057","$5,521,979","$393,670",$0,$0,$0,"$393,670","$3,000,440","$1,213,585","$4,214,025","$359,836","$19,281","$379,117","$241,095","$54,662","$674,874","$799,707","$5,688,606","$273,889","105,358","11,242","237,765","10,157","10,701",Yes,0,Yes,54,330,"259,007",91,"1,186,148","675,227","59,399",8,24,32,"826,362","461,276","8,902",0,0,0,698,"12,379","167,629","17,934","14,944","32,878","993,991","200,507","1,026,869","57,304",Annual Estimate Based on Typical Week(s),No,,,,"1,156","51,814",812,"45,019",526,526,0,"30,434","30,434",0,286,284,2,"14,585","14,580",5,39,38,1,828,808,20,235,229,6,"3,029","2,967",62,70,70,0,"2,938","2,938",0,13,618,0,0,233,"11,390",Passive crafts and scavenger hunts for children. Patron participation slat wall and murals on different topics like Love Your Library & who inspired you to read and activities like community puzzles at our branch libraries and Bibliotherapy Take-home kits.,Yes,"35,380",Annual Count,"336,431","75,370",Annual Count,71,Horizon (SirsiDynix)
IMPERIAL COUNTY LIBRARY,"25,000 - 49,999",Imperial,County Library with Dedicated Tax,"County or Equivalent, remainder excluding AEs of contained geographies",Member of a Federation or Cooperative,County/Parish,Serra Cooperative Library System,Ms.,Mary,Jane,Guerrero,County Librarian,1125 W. MAIN STREET,EL CENTRO,92243,9516,(442) 265-7100,-1,http://www.library.imperialcounty.org,"4,275.00","5,994","9,292",Annual Estimate Based on Typical Week(s),14.00,1.00,1.00,7.92,8.93,2,239.00,"$402,500","$150,080",$0,"$183,775","$736,355",$0,$0,$0,$0,$0,"$353,225","$187,063","$540,288","$3,789",$57,"$3,846","$2,029","$4,265","$10,140","$1,990","$552,418",$0,"2,788",434,"59,096",,"4,654",Yes,29,No,0,"2,938","66,717",0,"186,913",585,"30,000",2,24,26,"64,357","18,417","1,600",3,5,"2,602",0,372,"1,254","2,710",169,"2,879","65,611","4,133","68,490","1,488",Annual Count,Yes,$0.10,$0.10,$0.10,778,"2,444",722,"2,366",607,607,0,"1,538","1,538",0,115,115,0,828,828,0,32,32,0,0,-1,,18,18,0,38,38,0,6,6,0,40,40,0,-1,-1,-1,-1,-1,-1,"As COVID-19 regulations lifted, in-person activities replaced self-directed activities.",Yes,"1,944",Annual Count,-1,-1,Annual Count,18,Apollo (Biblionix)
IMPERIAL PUBLIC LIBRARY,"0-24,999",Imperial,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Serra Cooperative Library System,Ms.,Ember,,Haller,Library Administrator,200 W. 9TH ST.,IMPERIAL,92251,1213,(760) 355-1332,(760) 355-1332,http://www.cityofimperial.org/public-library,7.00,"2,080","60,000",Annual Estimate Based on Typical Week(s),7.00,0.00,0.00,5.45,5.45,3,389.00,"$284,983","$120,410",$0,$0,"$405,393",$0,$0,$0,$0,$0,"$213,191","$41,498","$254,689","$8,900",$956,"$9,856","$1,108","$1,741","$12,705","$71,116","$338,510",$0,"13,782","1,056","44,905",777,843,Yes,10,Yes,10,21,"46,566",0,"30,045",0,0,0,22,22,"13,759","9,885",393,0,0,36,6,6,-1,"1,443",-1,"1,443",,"1,443","15,202",-1,Annual Estimate Based on Typical Week(s),Yes,$0.20,$0.20,$0.20,405,"3,251",125,"2,185",36,36,0,700,700,0,89,89,0,"1,485","1,485",0,37,37,0,245,245,0,210,210,0,656,656,0,33,33,0,165,165,0,6,500,0,0,0,0,,Yes,"4,137",Annual Estimate Based on Typical Week(s),-1,-1,Annual Estimate Based on Typical Week(s),8,Polaris (Innovative)
INGLEWOOD PUBLIC LIBRARY,"100,000 - 149,999",Los Angeles,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Ms.,Kerri,,Arroyo,Library Manager,101 W. MANCHESTER BLVD.,INGLEWOOD,90301,1771,(310) 412-5397,(310) 412-4280,http://library.cityofinglewood.org,9.00,"4,524",-1,Annual Count,36.00,8.62,9.69,11.90,21.59,13,248.50,"$4,684,160",$0,"$24,000",$0,"$4,708,160","$4,684,160",$0,$0,$0,"$4,684,160","$2,487,787","$897,465","$3,385,252","$244,574","$6,106","$250,680","$38,956","$17,999","$307,635","$187,500","$3,880,387","$60,000","34,696","7,302","148,344",0,"4,753",Yes,45,Yes,45,0,"153,187",52,"869,942","693,928","60,323",0,24,24,"34,284","19,034","1,811",0,0,682,682,110,"17,230","6,122","4,352","10,474","51,514","27,704","61,988","4,790",Annual Count,No,,,,808,"18,119",393,"7,830",20,20,0,244,244,0,373,373,0,"7,586","7,586",0,98,98,0,"1,138","1,138",0,302,302,0,"3,655","3,655",0,15,15,0,"5,496","5,496",0,15,"5,496",0,0,50,352,Summer Reading activities and passive programming ,Yes,-1,Annual Count,-1,-1,,45,Symphony (SirsiDynix)
INYO COUNTY FREE LIBRARY,"0-24,999",Inyo,County Library General Fund,"County or Equivalent, entirety",Member of a Federation or Cooperative,County/Parish,Inland Library System,Ms.,Nancy,,Masters,Director,168 N. EDWARDS,INDEPENDENCE,93526,0610,(760) 878-0260,(760) 878-0260,https://www.inyocounty.us/services/inyo-county-free-library,"10,091.00","5,400","23,345",Annual Count,12.00,0.00,6.60,1.30,7.90,21,921.00,"$722,623","$5,781","$15,973","$3,221","$747,598",$0,"$168,789",$0,"$44,171","$212,960","$451,414","$196,026","$647,440","$22,826",$341,"$23,167","$6,737",$0,"$29,904","$69,987","$747,331","$212,960","38,159","2,661","141,057","1,875","8,785",No,0,No,0,0,"151,717",138,"354,593","14,416","35,560",6,24,30,"24,456","7,487",-1,0,0,0,0,0,"8,683","6,967",277,"7,244","33,139","15,927","40,383","8,104",Annual Count,Yes,$0.20,$0.20,$0.20,266,"2,907",214,"2,731",40,40,0,359,359,0,174,174,0,"2,372","2,372",0,0,0,0,0,0,0,52,52,0,176,176,0,0,0,0,0,0,0,141,"1,957",0,0,1,67,Beanstack Challenge 2022,No,"4,999",Annual Count,-1,"2,482",Annual Count,11,Polaris (Innovative)
IRWINDALE PUBLIC LIBRARY,"0-24,999",Los Angeles,Municipal Library,"Place (e.g., incorporated city or village, censusdesignated), entirety",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,Ms.,Shayna,,Balli,City Librarian,5050 N. IRWINDALE AVE.,IRWINDALE,91706,2193,(626) 430-2229,(626) 430-2229,https://www.irwindaleca.gov/121/Library,10.00,"2,450","21,848",Annual Count,16.00,1.00,1.00,5.52,6.52,0,0.00,"$535,641",$0,$0,"$7,328","$542,969",$0,"$3,500,000",$0,$0,"$3,500,000","$353,051","$84,109","$437,160","$15,041","$2,403","$17,444","$7,655","$4,526","$29,625","$53,894","$520,679",$0,"9,701","1,655","17,036",361,"4,330",Yes,5,Yes,11,68,"21,811",55,"29,589","6,697",91,3,22,25,"29,693","19,988","1,147",0,,215,86,33,"1,951","2,142",-1,"2,142","31,644","4,093","33,786",359,Annual Count,No,$0.00,$0.00,$0.00,122,"2,636",82,"2,218",12,12,0,291,291,0,70,70,0,"1,927","1,927",0,2,2,0,31,31,0,10,10,0,65,65,0,28,28,0,322,322,0,7,104,0,0,2,150,Created story-walk during local book festival and did a book in a bottle guessing activity. ,Yes,"4,896",Annual Count,-1,-1,Annual Count,12,VERSO (Auto-Graphics)
KERN COUNTY LIBRARY,"500,000+",Kern,County Library General Fund,"County or Equivalent, entirety",Member of a Federation or Cooperative,County/Parish,San Joaquin Valley Library System,Ms.,Andie,M.,Sullivan,Director of Libraries,701 TRUXTUN AVE.,BAKERSFIELD,93301,4816,(661) 868-0700,(661) 868-0701,https://kernlibrary.org,"8,141.00","22,975","621,578",Annual Count,165.00,8.72,8.72,81.47,90.19,485,"20,846.00","$7,104,132","$243,137","$1,025,182","$696,323","$9,068,774",$0,$0,$0,$0,$0,"$3,706,440","$1,836,859","$5,543,299","$29,791","$1,351","$31,142","$219,347","$106,944","$357,433","$2,509,119","$8,409,851",$0,"237,689","20,507","657,283","30,888","19,756",No,0,No,0,534,"708,461",0,"191,012","17,925","1,419",40,24,64,"719,381","441,175","17,203","55,886","69,314",0,0,262,"230,105","36,893","15,417","52,310","949,486","282,415","1,001,796","52,839",Annual Count,Yes,$0.50,$0.50,$0.50,"15,877","295,147","8,606","192,510","2,337","2,333",4,"36,136","36,055",81,"6,269","6,234",35,"156,374","155,723",651,"1,524","1,498",26,"11,840","11,746",94,"3,230","3,009",221,"21,699","18,779","2,920","2,517","2,499",18,"69,098","68,904",194,278,"25,984",633,"9,634","2,352","104,716","Thank-a-vet cards, Bookentines card, scavenger hunt (where's waldo, ), lego maniacs, board games, community: puzzle & sticker poster, Mystery bag challenge, make own trick-treat bags, pokemon station, coloring pages, question board, homeschool hangout, make it kits, carryout crafts, doodle art, collage station, selfie station, mother's day cards, megaphone decorating station, book swap, book tasting emoji masks, express your thoughts of kindness through letters, stay and craft table kits.",Yes,"54,164",Annual Count,"1,861,913","265,508",Annual Count,301,Horizon (SirsiDynix)
